One Christmas I got a basket of chocolates for my mom.,"Once wrapped, I placed it under the Christmas tree.",Our family went to the movies that night.,When we returned we found the wrapper strewn all over the house.,"We also found our pet pug looking very guilty, and sick."
Lucy was shopping for fabric.,She had an idea of what she wanted her tote bag to look like.,She narrowed down her choice to two fabrics.,"She would go with either polka dots, or puppies.",She decided black and white polka dots would coordinate easier.
Abel worked hard mowing lawns for extra money.,He currently had 5 lawns he was responsible for.,One day one of his customers was unhappy with the work Abel did.,Abel apologized and promised to do a better job next time.,The customer did not want Able to continue to work on his lawn.
"In Fort Worth, we have an event call hit the bricks.",It is a charity run and it is about one mile long.,I've been training for the past week.,"When the race started, I thought I was going to have a hard time.","However, thanks to my training the run was easy."
My family went to the beach for vacation.,"Since it was summertime, it was very hot.",I went to the boardwalk to get some ice cream.,The cold ice cream cooled me down.,I was angry when a seagull stole my unfinished ice cream cone.
Amy had finally accepted her crush Ray wasn't interested in her.,In class she sat next to her and began to speak to her.,Amy wasn't able to muster much interest.,She stared at her phone instead.,"Ray seemed disappointed, but Amy couldn't care less."
Every year for Christmas John received a fruit basket from his mom.,He never ate the fruit basket and always gave it away.,This year he decided he would try to eat the fruit.,Johns mom stopped over shortly after Christmas.,She noticed the empty basket and smiled.
The Lake Family goes on a road trip each summer.,They pack their clothes.,Then they fill a cooler with food.,Everyone gets in the car.,"Finally, it's time to drive off on the road."
The chef didn't know what to make for this week's special.,He looked at all the extra food he had and tried to make something.,He made a pasta dish and a salmon salad with fruit.,The chef told all the waiters about what the specials were.,Many customers loved the salmon salad but not the pasta dish.
Michael was in love with Cindy.,He sat behind her in class.,One day he asked her for a pencil.,As she was handing him a pencil she touched his hand.,Michael almost fainted as a result.
Jasmine doesn't know how to play the guitar.,She asked her dad to take her to guitar class.,Her dad agreed and started taking her to guitar class.,Jasmine has been taking the class for over a year now.,Jasmine has become very good at playing the guitar.
Sam's school was having a canned food drive.,Sam's mom said they couldn't spare any food right now.,Sam remembered there were old cans of food in the basement.,He dug out some dusty cans with expired dates.,Sam put his cans in the food barrel before anyone could check them.
Bob got drunk at the Christmas party.,He decided to drive home under the influence of alcohol.,"Sure enough, he was stopped by the police.",They police arrested Bob and sent him to jail.,Bob had to pay a fine and realize he should not drink and drive.
Penelope had never felt a strong connection to her grandmother.,She felt bad that her sister had so much in common with their grandma.,"After their grandma died, Penelope had to sort through her old photos.",She was surprised to find a photo of her grandma on a basketball team.,"A basketball player herself, Penelope now felt a special connection!"
Mark was convinced there was a ghost in his house.,His mom assured him that ghosts weren't real.,Mark wasn't convinced so he decided to set a trap.,He heard what he thought was a ghost and tossed a net over it!,Underneath the net was his dad and they both had a laugh about it.
"One day, Billy saw a magician at a birthday party.",Billy was enamored by the magic tricks that the magician performed.,Billy was shocked when on his birthday his dad gave him a magic set.,He quickly taught himself all the tricks and showed his friends.,Billy eventually found the magician and blew him away with his skills.
Gina came home to find her mom's cousin Sherry was visiting.,She watched the kids while their mom worked.,Sherry wouldn't let them watch anything on TV.,She made them play outside all day.,Gina was mad she couldn't stay inside in the air conditioning.
Stassi hated her life in Los Angeles.,She wanted to get away from her old life.,So Stassi moved away to New York with her new boyfriend.,Unfortunately Stassi's boyfriend dumped her.,So Stassi begrudgingly moved back to California to her former friends.
I have to make dessert for thanksgiving.,I searched for recipes for pecan pie.,I went to the store to buy all of the ingredients.,I made a beautiful pecan pie.,My family and I enjoyed the pie for dessert.
Layla almost saw her father.,He was a police officer and worked very late hours.,"One night, she woke up to the most delicious smell.","Her father was in the kitchen, making a pot of chicken soup.","Together, they ate the chicken soup and talked for hours."
Sally wanted to play piano.,Her family didn't have money for lessons.,She asked a teacher if she could babysit in exchange for lessons.,The teacher agreed.,Sally grew up to be a pianist.
Susan wanted to start a business.,She decided to start an Italian restaurant in her home town.,She hired a world famous chef to lead her kitchen.,Her restaurant eventually became very successful.,It was featured in many magazines and TV shows.
John was driving to work one day.,"All of a sudden, he heard his tire pop.","When he pulled over, he found that he had a flat tire.",John had to call AAA to get his tire fixed.,"Unfortunately, he ended up being late to work."
Tom's house was filthy.,There was food and magazines everywhere.,He never had time to clean up.,He decided to clean part of the house each day of the week.,His house was never dirty again.
John was on the trail running.,Suddenly he heard footsteps behind him.,John began to run faster.,He thought he was being chased.,He ran even faster until he got to his car safely.
Tonight we had pizza for dinner.,It was a Sicilian style pie.,We also had garlic knots.,Both dishes were tasty.,I was very thirsty after dinner.
"Karin's mom was too sick to make dinner, or even get out of bed.","She decided to make dinner herself, for the first time.","She very carefully boiled water, and cooked spaghetti noodles.","She warmed up spaghetti sauce, and toasted some pieces of bread.","Her mother was so grateful, she gave Karin a big hug."
Paul's car broke down shortly after leaving the driveway.,He decided to push it back home and repair it himself.,Paul found himself in over his head and called a tow truck for repair.,The tow truck took the car to a garage where it was repaired.,Paul then realized attempting repairs yourself can be expensive.
Timmy's mom was making a cake.,It smelled really good while it was baking!,He couldn't wait to eat it.,"However, he had to eat his dinner first in order to get a piece.",So he ate his dinner as quickly as he could.
Donnie and his team are meteorologists.,Last week they were on assignment chasing a storm.,They needed to gather data.,It was particularly bad.,Eventually they had to give up and go back for safety.
Tom and Sue decided to have a picnic in the park.,They packed cold chicken and potato salad along with drinks.,They sat on a blanket along with the food.,Tom and Sue decided then they would play frisbee for awhile.,They return to their blanket to discover ants had invaded their meal.
Jadon was a very good friend.,He was always an encouragement to others.,One day his friend Caden was having a hard time with math.,Jadon worked and worked with him until he got it right.,Everyone always wanted to have a friend like Jadon.
"On Saturday afternoon, Trevor attended a basketball competition.",He is the captain of his team so it was vital that he won.,"After his opponent fell, Trevor shot the ball right into the net.",His teammates cheered loudly.,Trevor happily received the trophy from the referee.
George went ice skating last Saturday.,He had never gone before.,He slipped and fell several times.,"Finally, he got the hang of it.",It's amazing how much he improved in one day.
Jake was walking home from his college class.,He passed a homeless man who asked him for spare change.,Jake checked his pockets but he didn't have any change.,"Instead, he told the man to wait while he went to the pizza shop.",Jake brought a pizza slice to the man who was grateful for the meal.
I stood at the edge of the cliff.,I looked out at the big sprawling ocean.,I jumped off the cliff.,I flew above that ocean.,I decided to go hang gliding once a month.
Tim bought a bracelet.,He didn't know who he should give it to.,He could give it to his mom.,He could give it to his sister.,Tim finally decided he would just keep the bracelet for himself.
I was walking by the river.,I saw a turtle with an injured leg.,I Brought him home.,I nursed him back to health.,I have had him for 6 months now.
Jeff liked to walk his dog around the pond at the park.,One day during their walk the dog escaped from his leash.,He quickly ran into the pond.,The dog could not swim.,Jeff had to dive into the cold water to rescue his dog.
May was feeling very depressed and unloved.,She contemplated ending her own life.,"On a lark, she called a hotline she found online.",The person who answered was kind and understanding.,May became convinced she did not want to die that day.
"Sally was often busy with work, and began to feel lonely.","She wanted some new friends, but wasn't sure where to look.",She soon found an online chat room filled with interesting people.,"After a few days, Sally made 3 new friends online.",Sally then met her friends in real life and they are now very close.
Ro wanted to join her school's film club.,She filled out the form for membership.,Soon the club's president texted her.,He said Ro was welcome to join their club!,Ro was very happy.
I stepped outside to get the mail.,The fog was so thick I couldn't see the mail box.,I followed the driveway to the street.,From there I followed the street to the mailbox.,There was no mail yet.
Some days I worried whether I was going to lose my job.,"Sometimes I couldn't help it, I just couldn't go in.",Headaches would keep me from doing the dangerous work I did.,The fear made me feel sicker than the headaches.,However my employer assured me that I was okay.
Sam lived in a low income area,He was walking home from work.,Then a man comes up to him.,He got nervous and prepared to fight.,The man only wanted a dollar.
"When Charles graduated college, he was in debt.",He owed thirty thousand dollars in student loans.,He deferred his payments at every opportunity.,One day he took a call from a telemarketer saying they could help him.,Charles' monthly payments were reduced to fifty dollars.
Ivy won five dollars on a scratch lottery ticket.,She decided to use the money for more tickets.,She bought five more scratch tickets.,She scratched them right away.,She won ten dollars on one of the new tickets!
The girl scouts knocked on Jon's door.,They were selling cookies.,Jon asked for ten boxes of mint cookies.,He ate two boxes of cookies that night.,Jon felt sick the next day.
"Sherry adored her husband Henry, and they'd been married for Years.",He surprised her one day as they made love by singing to her.,She let his beautiful and gentle song draw her in.,"As he continued to sweetly hum to her, she sickened at a realization.",Henry had always been tone deaf.
Ed got a new truck.,It was black with big wheels.,He was riding it rough near a cliff.,Ed lost control at the peak of the cliff.,He rolled his truck a hundred feet down a ravine.
Mike hated his job.,He dreaded going every day.,He got an ulcer due to his anxiety.,Mike has to have surgery for his ulcer.,Mike quit his job and is happy.
Bob was an old wise man.,His wisdom settled disputes and caused peace all around him.,People often asked how to also become wise.,Bob told them it was better to learn from the mistakes of others.,Learning from your own mistakes can surely bring your own demise.
Kim's new Ikea living room furniture was finally delivered.,However there was a lot of assembly.,Kim read the instructions and worked for hours putting it together.,When she was finished she realized she no longer liked the furniture.,"It seemed unattractive, seeing it in pieces made it feel cheap."
Tom invited his friend Will to his house.,Will drove over but couldn't find street parking.,Tom asked his neighbor if Will could park in his driveway.,The neighbor allowed him to park in his driveway.,Will appreciated the parking space and thanked the neighbor.
Allie was failing science class.,Her mom hired a tutor for her.,Every day the two studied after school.,Allie started to understand more and more.,Soon she was getting high grades in her class!
Tonya decided to have a cookout for all of her friends and family.,"However, Tonya wasn't good at grilling.","Despite this, she still grilled hamburgers.","However, she noticed no one was eating their food.",Tonya had not cooked the meat long enough and the patties were raw.
Sally wanted to give her Mom something special for her birthday.,She did not have any money to buy anything.,Sally had to make something for her instead.,She got her beads and string out and went to work.,Sally made a pretty pink necklace out of beads for her Mom's birthday.
Gina's friend Drea Called her.,Drea wanted to know why Gina missed the first day of school.,"Gina explained she had changed her mind, and chose a different school.",Drea was furious.,Gina let her yell for 20 minutes about the betrayal.
I've always loved to eat salads.,When I go to restaurants I always order a salad.,I liked to make my own salads.,It's so time consuming tossing the salads.,I bought a salad spinner and now they take very little time to make.
Andrea dreaded the day yearbooks were handed out.,She felt left out as the popular girls exchanged autographs.,"To her surprise, a girl in class asked to sign Andrea's yearbook.","Then, the girl passed the book to the boy in the next desk, and so on.","When the book got back to Andrea, it was full of kind words."
Josh wanted nothing more than world peace.,He decided to become an advocate of world peace.,He went around the world to conferences and spoke about peace.,"Eventually, people listened to him and he gathered a following.",Josh became a world leader of peace.
We lived in a condo from 1987 to 2013.,In 1997 my daughter had red eye.,"It was Sunday, hard to find a doctor.",Luckily a neighbor was a doctor and called in a prescription.,My daughter was better the next day.
My friend Carlos was in jail for a DUI.,"He called me from jail, asking me to help manage his life.","He signed a Power of Attorney form, and I began paying his bills.","This included his mortgage, as he owned a condo.","He got out eventually, and thanked me for my efforts."
Matt wanted to play baseball.,His classmates wouldn't let him be on their team.,His brothers said he was too small and scrawny to play with them.,So Matt thought of a way to play ball like he wanted.,He started his own team and recruited kids to play with him!
My friend Donald is very introverted.,He lived with his mom until she died.,He dropped out of college when he was young.,He never told his mom.,Donald worked part time for a church until he retired.
Bob was training for the marathon.,He ran 10 miles everyday.,The day before the race he ate lots of carbs.,Bob finished the race in 3 hours.,It was record time for him.
Suzy went for a walk.,As she was walking she ran into her neighbor Tom.,Tom told Suzy that there had been a fire one street over.,Suzy went to see that everything was okay.,She was relieved that it was in a garbage can and nothing was damaged.
Gina sat in the plastic chair.,Her legs were sticking to the material.,She lifted one leg from the chair.,It made a long sticking sound like velcro.,She wished she were wearing pants instead.
Doug was sad to be sick on Halloween.,"He wasn't allowed to go to school, or go trick or treating.",He sat in the window of his room and watched all the kids in costume.,When the doorbell rang Doug was expecting trick or treaters.,He was happy to see his friend Dan came to share his candy with Doug.
Sue lived on the coast of the United States.,Many storms would come through every year.,"One year, a major hurricane was announced on the news.",Sue and her family had to evacuate their house.,"When Sue returned to the house, there was nothing left but rubble."
Kim cleared the snow from the street in front of her house to park.,But the city said she couldn't park on her side of the street.,Kim was forced to park across the street.,The snow was too deep to get near the curb.,Kim angrily shoveled the snow on the other side as well.
Mariah went to Italy.,She went to a popular restaurant there.,A man saw her and introduced himself.,He took he on a tour of Italy.,Mariah decided to extend her trip to spend time with this man.
George decided to surprise his father as a birthday present.,He bought two tickets to his father's favorite football team.,"On the day, George blindfolded his father and drove for a long time.",George's father had no idea where they were going.,"When they reached the stadium, George's father was so excited!"
Jane's son was taller than she was and he was only 15.,Since turning 14 her son no longer allowed her to track his height.,On his 16th birthday Jane convinced him to allow her to measure him,She was surprised to find he was already 6 feet tall.,Jane teared up as she realized her little boy was a man.
Asa had a dog named Cooley.,"Cooley was a good dog, but he liked to run away.",One day Asa decided to take Cooley on a hike.,Cooley ran away and was gone all night.,"The next day, Cooley came back covered in mud and Asa was very glad."
Fred had a basketball game tonight.,He was rather nervous.,Thankfully his team felt the same.,However the team ended up winning the game.,Fred was relieved.
James was on his way to the podium when the rain started.,The weather caused everyone in the crowd to seek shelter.,An umbrella was placed over James's head by security.,He was told it was okay to cancel the speech because of weather.,"Disappointed, he agreed and was escorted to his vehicle."
I left my son and girlfriend late in the fall of 1978.,"After I made it to the other side of the country, I went to the beach.",I sat on the shore and drank what was left of my flask.,"Every year on his birthday, I return to that beach and get drunk.",Through tears I tell the ocean that someday I would come home.
My favorite baseball player of all time is Chase Utley.,My friends joke that I'm like Mac from Always Sunny in Philadelphia.,"One time, after a Phillies game the players were signing autographs.",I managed to sneak down and get a picture with Chase Utley.,"It was amazing, I still have it framed on my wall."
Sandy was a school teacher.,She had a student that was failing.,She offered to give extra credit.,He refused.,He failed her class.
Arun dreamt for most of his life of visiting Italy.,He researched the trip to learn where in Italy he would like to see.,Finally he booked his flight for Rome.,In Rome Arun saw many beautiful sights.,It was truly the trip of a lifetime for Arun.
Andrea wanted to prank her boyfriend for April Fools Day.,He wouldn't fall for any of her tricks so she needed a new idea.,She saw some post-it notes and felt inspired.,During his classes she covered his truck in the little notes.,"When he came out and saw them, he was completely shocked."
I was working on a spreadsheet.,I had to calculate an average value.,The value wasn't what I expected.,"After many hours, I realized I misplaced a value in the sheet.",I learned that I should double check my work.
Robert wanted to be a police officer.,He went to school for eight Years to become one.,He heard there were job openings available for police officers.,He signed the application.,He instantly got accepted because of his education.
The waiter served the food to my family.,"When she gave me my place, my aunt offered salt.","Although I said no, she poured a lot of the salt onto my food.","When I tried to eat it, it tasted too salty.",The waiter had to throw it away for me.
Maurice watched the clown bump his way through the crowd.,He'd always found clowns to be very scary.,"This one seemed to be funny, as well as slightly drunk.",The clown elbowed Maurice as he went by.,"Minutes later, Maurice realized the clown had stolen his phone."
Pat was on his way to meet a label exec.,He was hopeful to get a good record label,The exec wanted him to sign a contract.,The exec also wanted him to change his whole sound.,Pat declined the offer.
Lindsay was very interested in guitar lessons.,She looked online for studios or individuals offering classes.,She weighed the options and decided to go with Falcetti Music.,Lindsay went through a few weeks of classes.,Her skills are becoming better and better.
Olivia has a physics test tomorrow.,She hasn't studied at all for this test.,Olivia grabs some coffee and puts on study music.,She crams for the test all night.,"Unfortunately, she falls asleep in the morning and misses the test."
Todd has a bunch of legos to play with.,He has all the sets from his childhood.,Plus more from when he was an adult.,He set the world record for most sets owned.,He gave the proceeds to charity.
We went to a store to buy Ching Ming supplies.,Ching Ming is a Chinese ceremony honoring the dead.,The store was out of paper money.,I went home and printed some paper from the Internet.,We burned a lot of that money during Ching Ming.
Holly looked over the selection of watches.,Some were cute with characters she liked.,Others were clearly better-made.,She chose one nice watch rather than 3 to 5 cheaper ones.,"This would prove wise, as she needed one for her chaotic trip."
I was walking to my office complex.,I noticed that all of the lights were off.,I walked inside and I was confused because it was a workday.,"Suddenly, all of the lights turned on and confetti flew everywhere.",My coworkers through a surprise party for my birthday.
My Nana lived in a huge old house.,When I was little I used to sleep in the front room.,There were lots of Buddha statues in the front room.,"One night, I had a nightmare and woke up alone and scared.","I saw a fat, red Buddha smiling at me and wasn't scared anymore!"
Horace decides that he needs to begin eating more healthy food.,He decides to make a shake for breakfast.,"Horace puts in banana, apple, and yogurt.",This does not find the shake very delicious.,"However, he is happy to be eating healthy food."
Billy went to the hardware store with his father.,Billy stopped to look at something.,His father did not notice and kept walking.,Billy looked up and his father was gone!,Billy found an employee who called his father for him.
Anita's son loved helicopters.,She promised herself one day she would get him on a helicopter.,"Next, her new boyfriend told her he could fly a helicopter.",He arranged to fly a newspaper's small helicopter.,Anita's boyfriend took her son on a fifteen minute helicopter flight.
Karen took her three boys for a day at the petting zoo.,The boys went in to pet the animals and had a lot of fun.,One goat bonded well with her oldest son and fell asleep in his lap.,Her younger sons enjoyed playing with a few pigs with toy balls.,"The petting zoo closed in the evening, and Karen took her boys home."
A movie that Jared has been wanting to see came out today.,He asked all his friends if they wanted to go see it.,They told him the movie got bad reviews so they were going to skip it.,Jared didn't care about that and went to the movies by himself.,He ended up loving the movie just as he thought he would.
This year Tina was going to be able to sled on her own.,She hoped it would hurry up and snow!,Finally one Sunday morning she awoke to a snowy day.,She ran with her sled up the hill by her house.,She laughed loudly as she whizzed down the hill on her new sled.
Phoebe was craving bananas.,"Phoebe got in her Honda Civic, and went to the grocery store.","As she made her way through the produce section, she spotted a dog.",Phoebe was confused by the loose dog in the store.,"Phoebe told the manager, and he quickly found the dog's owner."
Peter was a bachelor in his late 20s.,He was very successful and just bought his first house.,His married friends joked that the only thing missing was a wife.,"When he was away, they snuck into his house with a Barbie doll.",They put her in the kitchen with a note that she was the perfect wife.
Amy was happy her first class in junior high was all new kids.,She introduced herself to the girl seated next to her.,She was even more nervous than Amy was.,The girls talked and bonded over their love of books.,They decided to meet up after school to go to the mall.
Jake noticed a light out in his room.,He tried replacing the bulb.,It didn't do anything.,Eventually he tried looking at the fuses.,Jake realized which was the problem and replaced.
My mom gave me a plate of food.,I asked her if she can get me some salt.,"However, she decided to put the salt on the food herself.",She ended up spilling too much.,My food became salty and I had to throw it away.
My mom was cleaning up the table.,She picked up my homework and crumbled it.,She also threw it away in the trash.,I spent an hour looking for the assignment.,"When she told me, I was irritated."
We went to the mall to buy christmas presents.,It was pretty crowded and the parking lot was nuts.,We circled the lot trying to find a space.,We eventually wanted one but someone wanted to fight us for it.,We just let them have it and tried to find a new spot at the mall.
Mother was kidnapped last weekend.,The low down scoundrels who did it demanded a ransom.,"Father refused to pay it, out of principle.",They set some of Mother's ears as a warning.,Father told them he'd only pay if they sent the rest.
Dan left a single cigarette in an empty pack of smokes in his car.,"Every day, he'd take it out and turn it over in his mouth unlit.","A symbol of his strength and persistence, he always put it back after.",He did not feel very strong with no one to address his note to.,Dan left an empty pack of smokes in his car.
Mark was playing basketball with his friends.,"He jumped up high for a rebound, and grabbed the ball.","As he landed, his foot positioned awkwardly on his friend's foot.",He rolled his ankle and screamed.,Mark had broken his ankle.
My son's school friend moved from Boston to Austin.,He went down there with no plan.,He had a cyber job but lost it.,Luckily he got a job in a used car business.,My son was happy for him.
Twenty men sat in a sauna.,It was very hot and they were all sweating.,Jim stood up and asked why they were there.,Mark just shrugged and told him to put his towel back on.,Jim just shook his head and walked out.
Beth had to choose between universities.,One was close to home the other across the country.,Beth was torn since both schools had a lot to offer.,After weeks of deliberation she made her decision.,Beth decided to stay at home and go to school close by.
Kelly was painting her nails on her couch.,She used a bright pink color.,"Yet when Kelly was painting them, she spilled.",The color went on the couch.,Kelly was mad that she spilled.
Gina's family was going on a road trip.,Her siblings were in the car asleep.,To her delight no one fought her for a window seat.,She simply pushed her sister over and sat on the outside.,Gina watched the landscape as she ate her chips.
Joe's grandma loved to cook.,She spent a lot of time in her kitchen.,His grandma's house was old and the kitchen was falling apart.,Joe wanted to make his grandma very happy.,He surprised her and remodeled her entire kitchen.
One day i overslept and was late for work.,I was  so upset that i didn't hear my alarm clock and that i was late.,On my way to work i saw this horrible accident.,Later i found out that two people had died in this accident.,First time in my life i felt lucky and blessed for being late to work.
"My cousin decided to pick me up, and take me to an event.",This event was at a swap shop store.,"Many used items, including clothing and food, were up for sale.",I found a good deal on a pair of Nikes and decided to buy them.,My cousin and I came home with several things.
Rodney was looking forward to a date with his girlfriend all day.,During the day his boss told him he needed him to stay late for work.,Rodney was upset because he didn't want to cancel his date.,Rodney ended up working extra hard that day so he didn't have to stay.,In the end Rodney got to go on a wonderful date with his girlfriend.
I once had a parrot.,I had a habit of swearing in the absence of my parents.,One day my dad told me he had a question for me.,He asked where I picked up such foul language.,The bird had been repeating my recently learned swear words.
Julie's grandmother always loved gardening.,Julie used to help her plant and trim her roses.,One Spring Julie forgot to help her grandmother with the garden.,The roses were in full bloom when she remembered to come.,The roses from last year healthily sprouted up without their help.
The waitress came to our table with the bill.,Tina offered to pay for the meal.,"I told her what I would pay it, despite her offer.","She accepted my offer however, she grabbed my card.","In addition, she swiped it across the ATM machine."
Danny's mom always packed him a lunch in a brown bag.,He ate alone to avoid opening the paper sack in front of anyone.,"One day, several kids with lunch trays sat down by Danny.",Danny waited for them to say something mean about his sack lunch.,"Instead, they jealously asked if Danny wanted to trade his humble bag."
The teacher assigned us to a partner for an assignment.,I introduced myself to my partner and asked her for her name.,She told me that she has a boyfriend and wasn't interested.,I immediately had a bad impression and requested another partner.,My friend was kind enough to switch partners.
"After working for five years, Joe realized he hated his job.",Joe secretly started attending culinary school at night.,"Joe worried he may not be good enough to be a chef, but worked hard.","Two years later, he graduated as a chef.",Joe knew it was the right path since he earned honors.
Jess loved looking at image of cats.,"She was on her favorite website, searching for the latest cats.",She found pages of new entries.,"After around ten minutes, she got bored.",Jess stopped browsing and called for her kitty.
Andrea wanted a pet dog.,She wanted one from India.,She booked a flight to India.,After being on the plane for 5 hours she realized something.,She got on the wrong plane.
Jack received a puppy for his seventh birthday.,He named the puppy Zippy because he could run fast.,"One day on their walk without a leash, Sippy ran away.",Jack looked and yelled for zippy as the hours went by.,He eventually caught up to Zippy and learned to use a leash.
Amy had heart palpitations after a lot of caffeine.,Her mother suggested she eat and drink lots of water.,On her walk home she stopped and bought water and almonds.,She walked home eating the almonds and chugging the water.,By the time she arrived her heart felt much better.
A man was having trouble handling the stresses of his life.,He decided to return to first premises.,He knew the body is the most immediate sector of his universe.,So he began living a very healthy and relaxed lifestyle,He soon saw his stress disappear and felt better.
Jaden Smith was posting a tweet on mirrors.,He said we are all living in mirrors and the mirrors are living.,I looked at my TV and saw independence day was on.,"Shaking my head, I look at Will Smith killing aliens in amazement.",The best actor is stuck acting like his son isn't an embarrassment.
Sean posted an ad for guitar lessons online.,He was contacted by a mother who wanted some lessons for her son.,He went to their house the next day.,The son met him and they went through a lesson.,"When he was done, they paid him and he went home."
Jim said that he could fit a box of cookies in his mouth at a party.,The people at the party did not believe him.,Jim tried to prove his point by stuffing many cookies into his mouth.,"Naturally, he choked on the cookies.",The party ended when someone performed the Heimlich maneuver on Jim.
The sirens started going off.,The children went out into the hallway.,They never thought a tornado would actually hit.,The roof started coming off the school.,Luckily no one got hurt.
Claire was taking the train back to her apartment.,She was exhausted from practicing her violin so long.,"As the train reached her stop, she hurried to the door.",She fell asleep as soon as she got home.,"The next morning, she realized she had left the violin on the train."
Mark Makonie is a rapper from Long Beach.,He is on tour with a younger rapper named Young Blue.,A magazine teased Mark on facebook for performing one song on tour.,"On facebook Mark posted a photo of his $2,000 check for the one song.",The magazine posted an apology because they looked bad.
Emma was dieting.,But she was unable to track her progress!,Her parents did not own a scale.,Emma struggled to diet even without the scale's feedback.,She managed to drop three dress sizes in three months!
I love the game of baseball.,I go to see games any time I get the chance.,The last time I went I caught three foul balls.,After the game I even got an autograph from three of the players.,I will definitely be going back again soon.
One day I was out mowing my lawn.,I spotted some kids playing across the street.,One little girl started walking towards my lawn.,When I turned around she was walking through my driveway.,I looked back 3 seconds later and she was nowhere to be seen!
"Yesterday, I needed to buy a belt so I went to the mall.","After choosing which store to shop from, I quickly got out of my car.",Upon going inside there was an associate to help me.,We talked about what i wanted and she led me to the section.,I picked out a great belt and left feeling excellent!
Ida took the ice cream out of her freezer.,She was looking forward to a bowl of it.,"But as she opened the carton, she frowned.",She saw that the ice cream had become freezer-burned!,"Dismayed, Ida threw the carton into the trash."
Ray came home from work to find his wife upset.,She told him she was bored in their marriage and wanted a divorce.,Ray was devastated and decided to stay with his parents.,"A week later, his wife called him to say that she changed her mind.",Ray decided he did not trust her anymore and did not care.
I stopped my car at the traffic light.,"In the next lane, a man was revving his engine.",He was challenging me to a race.,I agreed to the race.,"Alas, he crashed his car and I realized street racing is bad."
When my daughter was 12 I took her to work to file.,Another girl showed her what to do but she did not speak english well.,Theresa said all the files needed to be in alphabetical order.,Lucy was not good with her alphabet so Theresa took over,"When Theresa was done, I checked her work, and was very proud of her."
Dan intended to work hard on his favorite HIT.,But he suddenly grew so tired he couldn't keep his eyes open.,Dan hoped there'd be more tasks at some later point.,For now though he'd be lucky to make it to his bed.,Dan submitted his last one and turned off his computer.
Max was visiting his sick Grandpa for the first time in years.,He couldn't do much but sit in a chair and watch the news.,He was even having trouble speaking words to Max.,Max brought him his dinner and his grandpa wasn't responding.,He waited to see Max before passing away and Max knew that.
My dog hates his treats.,I decided to go buy some new ones.,I went to the pet store but everything looked nasty.,I decided to buy my dog some salmon from the fish market.,He loved it!
The window shattered in a great crash.,Pip jumped up from his desk with a shout.,"Glass was all over the bed, the floor, and the desk.",Freezing cold air was blasting in too.,Pip couldn't believe the wind had blown the branch that hard!
Sue was excited to plant her first garden.,"As she planted a row of seeds, she marked it with the seed packet.","When she was done, Sue admired the neat rows of different seeds.","That night, there was a big wind storm.",The seed packets no longer marked the rows but lay all over the yard.
We went to the park today.,I was so excited to go on the swings.,Mom pushed me so high I almost touched the sky.,I jumped off and flew ten feet in the air!,I love going to the park!
Sadie brushed her teeth regularly.,"In spite of her efforts, one day she experienced a toothache.","The pain didn't abate, and Sadie knew she probably had a cavity.",Her friends urged her to go to the dentist for an examination.,Sadie hated the cost of going but knew the treatment was necessary.
Beth and Bobby were having a baby.,"They both loved junk food, so they wanted to give her a sweet name.",Bobby said Caramel and Beth suggested Sugar.,They wrote down names to pick randomly since they couldn't agree.,The winning name was Candy - a perfect tasty name for their daughter!
Matt brought Jamie to see the sunset on the beach.,The beach was Matt's favorite place.,"Upon arriving at the beach, Matt noticed a storm.",Matt and Jamie got soaked in the rain.,Jamie refused to see Matt again.
Amy was at the mall with a friend.,She saw a pair of short shorts she liked.,She bought them and hid them at home.,When her mom found them she yelled at Amy.,"Amy didn't care about the yelling, but was hurt to lose the shorts."
Yesterday an old man walked into our Employees Only back room.,He asked where we kept our guns.,I politely escorted him to the Sporting Goods department.,He was obviously senile and confused.,The manager refused to sell him a gun.
Michael's birthday was coming up.,His brother wanted to surprise him.,His brother called Michael's wife and arranged to fly in town.,Michael's day arrived and his brother was at his front door.,Having his brother in town was his favorite gift.
Lynette hated being the older child.,She has to babysit her younger siblings.,Lynette has to do all of this despite being busy.,This made Lynette stress out a lot.,Lynette still babysits to help the family.
Mike was a general manager for a hotel.,The property was not doing well financially.,Mike needed answer to turn the situation around.,Mike hired a consultant.,"After making adjustments, the hotel is doing better financially."
Jeremy's dad was disappointed when his son tried out for choir.,"He wanted his son to play football, instead.",Jeremy didn't tell his dad he was given a solo for the choir concert.,"Afterward, everyone was talking about Jeremy's great performance.",Jeremy's dad overheard the raves and felt ashamed of himself.
Our son turns 27 this week.,We gave him money for an Xbox.,He was going to combine the cash with a Best Buy gift card he had.,He looked everywhere for his card and thought he lost it.,Luckily he found the card and was able to get his birthday gift.
I handed my gift to my sister.,She quickly opened it to see what's inside.,The gift was something that she requested for weeks.,"However, she had a mean grin since she changed her mind about it.",I took the gift back and walked away.
My daughter went to Boston College from 2003 to 2007.,The dorm room doors are often open.,She went out for class one day.,When she returned she found her camera was missing.,She reported this to campus police but never recovered her camera.
My mom took me to get my liscence a few days after I turned 16.,I was nervous about taking the driving test.,"As I pulled out of the parking lot with the examiner, I hit the curb!","I pulled myself together, doing great the rest of the test.",Fortunately she didn't fail me just because I hit the curb!
